DATA;OPEN;HIGH;LOW;CLOSE;Pontos;Tot_Pontos;TARGET;SD_Close_5_N;SD_Close_8_N;SD_Close_10_N;SD_Close_13_N;SD_Close_15;SD_Close_20_N;Range_High_N;Range_Low_N;CRTDR_N;COUNT_HiLo_N;CTDRSUMLAST10_N;HIGHtoCLOSESUMLAST10_N;LOWtoCLOSESUMLAST10_N
17/01/2014;49696;49868;49174;49182;-473;-473;0;0.083728993;0.086759984;0.108955632;0.127769722;0.116716629;0.091296273;0.144665231;0.997367918;0.011527378;0.333333333;0.279802951;0.332109772;0.919806639
20/01/2014;49181;49292;48673;48708;-186;-186;0;0.142246608;0.078868002;0.103588354;0.121633802;0.132571874;0.120366102;0.124353721;0.988372581;0.056542811;0.5;0.13769664;0.378634484;0.961192748
21/01/2014;48728;49124;48440;48542;500;757;1;0.176983625;0.11146758;0.114231296;0.145900591;0.141317531;0.149244448;0.124351651;0.9659985;0.149122807;0.666666667;0.161284886;0.342881763;0.95216458
22/01/2014;48543;49487;48543;49300;-973;-973;0;0.119558193;0.107255748;0.076147789;0.124089681;0.111619266;0.153464187;0.039340595;0.751535396;0.80190678;0.166666667;0.222937798;0.340939474;0.898684282
23/01/2014;49294;49598;48321;48321;-538;-538;0;0.105522263;0.13731287;0.106188051;0.11657621;0.132524592;0.170895885;0.274095067;1;0;0.166666667;0.215322418;0.345017008;0.904224602
24/01/2014;48325;48327;47494;47787;-81;-81;0;0.145568332;0.173871692;0.146541522;0.138453067;0.145856589;0.192531238;0.117200706;0.900785894;0.351740696;0.333333333;0.193533064;0.354228859;0.915073058
27/01/2014;47782;48147;47493;47701;500;91;1;0.173944305;0.161007021;0.176912386;0.139285991;0.146218474;0.209068439;0.096973621;0.929441162;0.318042813;0.5;0.217096551;0.344860731;0.906514667
28/01/2014;47750;48488;47750;47841;-282;-282;0;0.179413058;0.135378111;0.17972664;0.156930816;0.14690245;0.211054754;0.140265307;0.969220844;0.123306233;0.166666667;0.114052387;0.389139799;0.936661934
29/01/2014;47839;47884;47154;47557;-310;-310;0;0.066846345;0.13023765;0.155136296;0.169787059;0.139254281;0.203678224;0.071314779;0.862878308;0.552054795;0.166666667;0.081380759;0.406956651;0.933667409
30/01/2014;47554;48034;47115;47244;405;405;0;0.051975619;0.144446875;0.141237747;0.189220836;0.163353676;0.223863018;0.173430975;0.955816652;0.140369967;0.333333333;0.092320124;0.402865244;0.927758988
31/01/2014;47234;47652;46814;47639;-1475;-1475;0;0.047102242;0.138231725;0.121382648;0.180798339;0.162660716;0.212168461;0.002830264;0.719774999;0.984486874;0.166666667;0.247213035;0.347252399;0.853349586
03/02/2014;47623;47623;46109;46148;500;816;1;0.181104545;0.138781143;0.178063683;0.196209656;0.208111652;0.233514159;0.331501404;0.986325001;0.025759577;0.166666667;0.242312415;0.428474063;0.852800727
04/02/2014;46148;47132;46146;46964;-340;-340;0;0.160064895;0.120921351;0.176610957;0.174737891;0.205027602;0.231691394;0.037101412;0.718159246;0.829614604;0.166666667;0.350645143;0.394263641;0.786366861
05/02/2014;46964;47148;46224;46624;500;750;1;0.151344071;0.127488149;0.124892801;0.168978083;0.184741195;0.224575366;0.116564953;0.861175528;0.432900433;0.166666667;0.291900182;0.424542961;0.815756144
06/02/2014;46988;48034;46632;47738;500;335;1;0.181998057;0.128739405;0.104261373;0.15425367;0.149655669;0.220121103;0.064309292;0.625107739;0.788873039;0.166666667;0.417486953;0.342286912;0.715265435
07/02/2014;47739;48253;47557;48074;-359;-359;0;0.217020624;0.139688984;0.113453582;0.144824846;0.12708871;0.20493319;0.038617931;0.825981327;0.742816092;0.333333333;0.479745256;0.311474964;0.695213904
10/02/2014;48070;48136;47465;47711;500;748;1;0.160727393;0.143297548;0.113639195;0.092725866;0.114210083;0.194421102;0.09238823;0.916568096;0.36661699;0.166666667;0.487478153;0.309677053;0.69176325
11/02/2014;47715;48604;47589;48463;-250;-250;0;0.185291517;0.178294816;0.13715369;0.097695775;0.112457122;0.174699867;0.03017554;0.708178889;0.861083744;0.166666667;0.604930634;0.266511356;0.62179037
12/02/2014;48467;48669;48044;48217;-398;-398;0;0.076317389;0.1919949;0.150123209;0.10555074;0.076777513;0.136528242;0.097226463;0.941942078;0.2768;0.166666667;0.561110704;0.276671209;0.642983591
13/02/2014;48211;48211;47129;47813;385;385;0;0.071429623;0.134978767;0.150564579;0.106455793;0.068687066;0.105224363;0.086334288;0.768513496;0.632162662;0.333333333;0.639402969;0.242520995;0.592776561
14/02/2014;47816;48314;47756;48201;-624;-624;0;0.073562154;0.118587321;0.159002919;0.112497052;0.074363481;0.087035512;0.024314684;0.850610687;0.797491039;0.166666667;0.609633663;0.250944938;0.62784736
17/02/2014;48200;48298;47540;47576;-975;-975;0;0.086405133;0.047134048;0.104187059;0.112495084;0.074171031;0.077979028;0.157396658;0.987755808;0.047493404;0.166666667;0.613093638;0.182679259;0.62823089
18/02/2014;47575;47712;46600;46600;500;554;1;0.178407438;0.122796234;0.122200216;0.126222908;0.08695096;0.085011736;0.247494246;1;0;0.333333333;0.481020903;0.265173332;0.703778935
19/02/2014;46597;47155;46134;47151;162;162;0;0.164818235;0.132858185;0.098433507;0.127938651;0.088645353;0.052585603;0.000879864;0.650983778;0.996082272;0.166666667;0.570678155;0.219813735;0.647436566
20/02/2014;47127;47600;46634;47289;500;90;1;0.156033415;0.138032533;0.103992705;0.09508816;0.088355211;0.045107981;0.068209756;0.775871679;0.67805383;0.333333333;0.553035992;0.221343089;0.687849177
21/02/2014;47290;47816;47075;47380;18;18;0;0.090749225;0.114010886;0.101961634;0.088222071;0.088059329;0.044225495;0.095441591;0.895835352;0.411605938;0.5;0.500308098;0.243623387;0.706573705
24/02/2014;47376;47539;46991;47394;-672;-672;0;0.078912567;0.092660214;0.103239775;0.067424422;0.057890219;0.0437153;0.03173152;0.862406712;0.73540146;0.666666667;0.559017737;0.219840167;0.692055625
25/02/2014;47388;47388;46614;46716;-119;-119;0;0.064229273;0.101046569;0.096403194;0.085123574;0.064018542;0.049209129;0.149193485;0.964669475;0.131782946;0.166666667;0.442914729;0.266506562;0.760808499
26/02/2014;46718;47010;46403;46599;500;985;1;0.095887037;0.070519176;0.091095778;0.096348013;0.064813804;0.057558615;0.091476905;0.931939515;0.322899506;0.333333333;0.450253664;0.264252187;0.75812729
27/02/2014;46622;47781;46622;47607;-520;-520;0;0.115216035;0.072100253;0.085403443;0.095569211;0.064138491;0.057935871;0.037907459;0.665203443;0.849870578;0.166666667;0.484912263;0.245264247;0.730434799
28/02/2014;47614;47813;47043;47094;-505;-505;0;0.109088388;0.057366735;0.049596494;0.074654908;0.060794828;0.058152401;0.158346893;0.982476528;0.066233766;0.166666667;0.368497789;0.297817667;0.765781732
05/03/2014;47094;47154;46473;46589;500;501;1;0.110477921;0.072447639;0.050313609;0.06660018;0.071076026;0.046048791;0.125779914;0.959710659;0.170337739;0.333333333;0.388054324;0.285420885;0.758264167
06/03/2014;46592;47401;46502;47093;-849;-849;0;0.106921016;0.070059132;0.040937221;0.057963497;0.049432204;0.044725126;0.067832933;0.796929569;0.657397108;0.166666667;0.49271043;0.214976501;0.703830684
07/03/2014;47093;47218;46086;46244;-709;-709;0;0.137114528;0.08899492;0.066325743;0.045571011;0.048805229;0.054683627;0.218448869;0.944713734;0.139575972;0.166666667;0.356356599;0.300284319;0.782565656
10/03/2014;46242;46242;45204;45533;500;165;1;0.176012336;0.135619249;0.119042496;0.083544304;0.080925516;0.091782841;0.161497649;0.883080971;0.316955684;0.333333333;0.298870606;0.336862078;0.811303346
11/03/2014;45533;46050;45401;45698;175;175;0;0.171988459;0.160930208;0.135602906;0.107563108;0.078656287;0.108435483;0.079889868;0.894834129;0.457627119;0.166666667;0.306197072;0.330764318;0.811034966
12/03/2014;45687;45916;45508;45862;-420;-420;0;0.166244138;0.172253208;0.132143418;0.118621974;0.081990463;0.120438148;0.012212006;0.875099022;0.867647059;0.333333333;0.327250267;0.323110805;0.814437168
13/03/2014;45864;46176;45250;45444;-478;-478;0;0.075022619;0.148345996;0.152809363;0.13458875;0.104663924;0.122069468;0.167063188;0.930921842;0.20950324;0.166666667;0.339623159;0.330117435;0.805391039
14/03/2014;45444;45562;44905;44966;500;139;1;0.081838975;0.152346075;0.186128058;0.155900256;0.134078178;0.136738729;0.137470097;0.978048654;0.092846271;0.333333333;0.302999213;0.348151156;0.817750697
17/03/2014;44979;45499;44969;45118;500;1036;1;0.093391813;0.150885847;0.159344563;0.15777658;0.145757374;0.147227341;0.087583313;0.946561778;0.281132075;0.166666667;0.212457353;0.367628833;0.893169428
18/03/2014;45115;46217;45075;46151;500;414;1;0.129084036;0.088374187;0.129602677;0.153566082;0.13245061;0.123059919;0.014832319;0.62273482;0.942206655;0.333333333;0.35191022;0.311357421;0.796739859
19/03/2014;46153;46803;45910;46567;500;714;1;0.185630945;0.108405699;0.128848987;0.153164283;0.116944523;0.110907122;0.05256298;0.7717017;0.735722284;0.5;0.441918138;0.282649394;0.746343638
20/03/2014;46565;47484;46151;47279;500;109;1;0.27268268;0.176553778;0.140287031;0.1403187;0.127979421;0.117445179;0.044970924;0.613938596;0.846211553;0.666666667;0.471976963;0.273685305;0.697292499
21/03/2014;47272;47832;46721;47381;500;611;1;0.256722826;0.220359006;0.18122279;0.14987143;0.141517234;0.121027342;0.098723048;0.774599289;0.594059406;0.833333333;0.544329679;0.226741355;0.651692942
24/03/2014;47382;48142;47382;47993;187;187;0;0.196470773;0.278509109;0.234929178;0.191362107;0.154739926;0.136429923;0.032199906;0.793994469;0.803947368;1;0.621857634;0.176044298;0.627813106
25/03/2014;47993;48441;47950;48180;500;-216;1;0.171654415;0.304514828;0.27587551;0.225625906;0.184124744;0.154405641;0.056184943;0.922753892;0.468431772;1;0.62357771;0.166749704;0.635297061
26/03/2014;48182;48725;47963;47966;500;1682;1;0.100819098;0.259653406;0.293444575;0.251287172;0.206303531;0.165301836;0.164117355;0.998987947;0.003937008;0.166666667;0.486077059;0.226311101;0.668505764
27/03/2014;47965;49647;47962;49647;500;115;1;0.233002969;0.26306345;0.356441772;0.324104506;0.282775339;0.233421842;0;0.4508102;1;0.166666667;0.611922323;0.160806385;0.539810765
28/03/2014;49653;50181;49606;49768;500;645;1;0.25374473;0.274709358;0.356663198;0.374704695;0.343016047;0.289506727;0.08606887;0.947327929;0.28173913;0.333333333;0.641993631;0.140652197;0.531576006
31/03/2014;49770;50418;49770;50415;-142;-142;0;0.299534947;0.295183081;0.344467423;0.429799596;0.397598934;0.354376119;0.000617174;0.792978471;0.99537037;0.5;0.755698723;0.106553169;0.490407657
01/04/2014;50412;50627;49774;50270;500;1428;1;0.27217624;0.296083814;0.332157523;0.443676007;0.428721797;0.404291731;0.073655565;0.840342855;0.58147714;0.166666667;0.698271415;0.129617497;0.548737977
02/04/2014;50273;51794;50201;51701;-304;-304;0;0.22452259;0.339568404;0.36993649;0.465115772;0.492354285;0.487289992;0.018656503;0.530529958;0.941619586;0.166666667;0.731049791;0.116322921;0.484091353
03/04/2014;51712;51991;51059;51408;500;-346;1;0.223101792;0.339014776;0.376652331;0.439506897;0.509866892;0.545343541;0.117620787;0.890147414;0.374463519;0.166666667;0.65594859;0.144808602;0.558129744
04/04/2014;51428;52288;51034;51082;500;1040;1;0.165708664;0.295886449;0.342235535;0.413250546;0.480006002;0.576658683;0.244864401;0.984794913;0.038277512;0.333333333;0.567469393;0.202109962;0.614473151
07/04/2014;51115;52229;51115;52155;500;-544;1;0.192267552;0.218866426;0.344396949;0.408756916;0.456553067;0.61256228;0.014715737;0.677334184;0.933572711;0.166666667;0.588105449;0.195254499;0.5832021
08/04/2014;52173;53394;51377;51629;-444;-444;0;0.098572599;0.192240909;0.30094254;0.38733916;0.427834401;0.623377726;0.354566118;0.921019042;0.124938027;0.166666667;0.533422035;0.3122484;0.58273707
09/04/2014;51629;51629;50653;51185;-57;-57;0;0.107989024;0.140546997;0.185457569;0.338942498;0.383326947;0.617533257;0.089967675;0.831816071;0.545081967;0.333333333;0.619571067;0.283174648;0.537926275
10/04/2014;51185;51522;50732;51128;500;739;1;0.117249066;0.116428697;0.148957203;0.294958287;0.345129446;0.590547605;0.079925186;0.874670892;0.501265823;0.5;0.540173734;0.31451295;0.651543081
11/04/2014;51128;51871;50518;51867;-270;-270;0;0.112051943;0.068528557;0.112601271;0.250957524;0.305274486;0.546718705;0.000799862;0.579141223;0.997043607;0.166666667;0.65404856;0.28107936;0.552849811
14/04/2014;51867;52110;51361;51597;-1139;-1139;0;0.074639736;0.067041444;0.090032331;0.150356223;0.264600892;0.48165934;0.103119108;0.925987833;0.315086782;0.166666667;0.545748979;0.321269902;0.588503268
15/04/2014;51593;51593;49890;50454;500;732;1;0.140997504;0.110321055;0.077774449;0.123874752;0.209049752;0.42148151;0.234139322;0.819116452;0.33118027;0.333333333;0.505902294;0.384194853;0.582813483
16/04/2014;50469;51288;50469;51201;500;911;1;0.140875564;0.108036543;0.075925516;0.087067736;0.113412206;0.366021695;0.017623292;0.768661345;0.893772894;0.166666667;0.49828521;0.383789736;0.646645134
17/04/2014;51200;52338;50886;52111;-135;-135;0;0.174516721;0.105547497;0.091721581;0.08426438;0.097119568;0.332766649;0.045179632;0.619615993;0.843663912;0.333333333;0.572980833;0.355385888;0.574128582
22/04/2014;52112;52460;51682;51977;-405;-405;0;0.180311882;0.115610203;0.094066763;0.060471054;0.069636731;0.284747861;0.096378943;0.908161163;0.379177378;0.166666667;0.627251306;0.297165415;0.553586734
23/04/2014;51975;51975;51400;51570;247;247;0;0.179955232;0.113167433;0.080975643;0.059567949;0.053705848;0.2382385;0.081452445;0.946658238;0.295652174;0.333333333;0.525695826;0.323332575;0.625779649
24/04/2014;51570;51963;51238;51817;-418;-418;0;0.088183774;0.110150162;0.083890006;0.06170389;0.026751895;0.186371639;0.029223136;0.819190241;0.79862069;0.166666667;0.632944554;0.195767072;0.598484211
25/04/2014;51817;51817;51019;51399;-13;-13;0;0.067527977;0.107013332;0.081016331;0.057145257;0.026284497;0.093157344;0.084346652;0.88036879;0.476190476;0.166666667;0.621977188;0.193563094;0.611498876
28/04/2014;51397;51472;50777;51384;500;453;1;0.058603135;0.107208937;0.076484283;0.046987539;0.026401167;0.062001372;0.017762374;0.808849099;0.873381295;0.333333333;0.681217114;0.169189339;0.593855197
29/04/2014;51386;52416;51386;51839;-211;-211;0;0.046059222;0.050621278;0.075889508;0.049679834;0.024059739;0.029800983;0.115442423;0.858597478;0.439805825;0.166666667;0.592506142;0.214140165;0.668764071
30/04/2014;51838;51838;51251;51627;500;1353;1;0.045884232;0.034560369;0.076041876;0.047004811;0.015224593;0.013451544;0.042388866;0.882150831;0.640545145;0.166666667;0.644318364;0.190328114;0.657013464
02/05/2014;51627;53060;51627;52980;500;457;1;0.177985021;0.104301201;0.084720788;0.085685379;0.056921831;0.021267686;0.015661172;0.586760896;0.944173064;0.166666667;0.741905406;0.104663825;0.594730038
05/05/2014;52989;53506;52931;53446;500;334;1;0.250638445;0.177413739;0.135466976;0.137264404;0.102301763;0.066956033;0.011643466;0.844077931;0.895652174;0.333333333;0.742204583;0.102319162;0.614945623
06/05/2014;53446;53986;53094;53780;267;267;0;0.267372483;0.23152006;0.193089778;0.186641128;0.143641995;0.112405784;0.03972763;0.793595631;0.769058296;0.5;0.73032754;0.100181457;0.661581254
07/05/2014;53786;54226;53499;54053;-631;-631;0;0.265680389;0.275565101;0.24288891;0.199801255;0.188574253;0.151406726;0.03319499;0.834153798;0.762035763;0.666666667;0.791277714;0.075407316;0.641743414
08/05/2014;54053;54249;53222;53422;-322;-322;0;0.10164445;0.254609048;0.243665099;0.198782873;0.201630439;0.169025627;0.160557872;0.939420537;0.194741967;0.166666667;0.775213041;0.106424194;0.639803332
09/05/2014;53422;53639;53057;53100;500;950;1;0.089833829;0.205632105;0.236615479;0.202415785;0.174360627;0.17652855;0.105278692;0.986896434;0.073883162;0.333333333;0.659836495;0.136245231;0.684757352
12/05/2014;53103;54053;53103;54053;-149;-149;0;0.104750363;0.181704347;0.22750009;0.223745248;0.183286062;0.197245733;0;0.715606693;1;0.166666667;0.743225766;0.103173293;0.640592504
13/05/2014;54056;54243;53731;53907;500;500;1;0.108108279;0.077921639;0.188874526;0.223592485;0.196793553;0.20610698;0.064645805;0.947169701;0.34375;0.166666667;0.658909683;0.121556073;0.67766965
14/05/2014;53913;54459;53867;54413;-548;-548;0;0.135923278;0.0798744;0.166769795;0.234085308;0.216202814;0.232034821;0.008768017;0.837630094;0.922297297;0.166666667;0.735721214;0.079729524;0.672049296
15/05/2014;54404;54404;53565;53856;500;120;1;0.124041892;0.074066109;0.069903072;0.206408829;0.207070512;0.237208255;0.105534073;0.912567185;0.346841478;0.166666667;0.688964267;0.104488472;0.680202467
16/05/2014;53856;54382;53709;53976;-623;-623;0;0.046531574;0.074894716;0.049143707;0.163898758;0.199663306;0.21226108;0.078013825;0.919956489;0.396731055;0.166666667;0.601812759;0.128936664;0.769516291
19/05/2014;53976;53991;53267;53353;-987;-987;0;0.093354126;0.08164519;0.052185628;0.123249807;0.166332278;0.193422528;0.124024667;0.973917142;0.11878453;0.166666667;0.478137219;0.173000822;0.804319982
20/05/2014;53353;53843;52313;52366;500;-163;1;0.214400673;0.14416824;0.111218637;0.079676973;0.13389801;0.190721092;0.29253466;0.98362271;0.034640523;0.333333333;0.361219601;0.272125308;0.855257165
21/05/2014;52366;52875;52203;52203;500;600;1;0.227482246;0.18934399;0.14937175;0.109216886;0.121644753;0.187728638;0.133511922;1;0;0.5;0.239905262;0.311459121;0.89971261
22/05/2014;52206;52851;52133;52806;-182;-182;0;0.198764662;0.189862362;0.157810416;0.117838584;0.081750878;0.172134975;0.008838437;0.793772128;0.937325905;0.166666667;0.358122915;0.251970621;0.860671228
23/05/2014;52808;52936;52403;52626;283;283;0;0.113948171;0.190707912;0.167855789;0.127020456;0.088664848;0.161247318;0.061095267;0.931432223;0.418386492;0.166666667;0.412967052;0.234646501;0.845803923
26/05/2014;52650;53044;52650;52933;-758;-758;0;0.070878963;0.145163388;0.159007276;0.121748913;0.092016181;0.136150959;0.021749171;0.913488171;0.718274112;0.166666667;0.368116939;0.243174252;0.898846495
27/05/2014;52932;53309;52079;52174;500;466;1;0.084033848;0.134009935;0.167295653;0.140390277;0.108512494;0.115187725;0.225625387;0.970536452;0.077235772;0.166666667;0.325688488;0.306293614;0.905110005
28/05/2014;52174;52858;52009;52640;-410;-410;0;0.06647032;0.071947338;0.124426778;0.144962772;0.104162884;0.099498556;0.042952342;0.806032465;0.743227326;0.166666667;0.297180961;0.319697132;0.89664019
29/05/2014;52649;52889;52031;52239;-994;-994;0;0.074434688;0.042338514;0.10451957;0.142845425;0.114481516;0.081914871;0.129051999;0.935570606;0.242424242;0.166666667;0.280557977;0.328918404;0.902806308
30/05/2014;52233;52233;51239;51239;500;367;1;0.172210444;0.110794264;0.102569847;0.170625407;0.154502361;0.121932797;0.201201852;1;0;0.333333333;0.217399307;0.377219869;0.924262151
02/06/2014;51239;51879;51239;51606;426;426;0;0.146163893;0.128390512;0.091495317;0.147886437;0.158590921;0.141680882;0.05486668;0.884924881;0.5734375;0.166666667;0.289779013;0.350103337;0.900407576
03/06/2014;51606;52032;51377;52032;-199;-199;0;0.143511047;0.118504099;0.092848905;0.125077385;0.149701819;0.144511748;0;0.796302195;1;0.333333333;0.443462019;0.235401827;0.850195893
04/06/2014;52032;52032;51609;51833;-274;-274;0;0.096218622;0.113152032;0.097495816;0.084702018;0.117243002;0.142516845;0.03981924;0.930071012;0.529550827;0.166666667;0.527765291;0.198665353;0.831451272
05/06/2014;51833;52245;51470;51559;500;1567;1;0.070008291;0.085855452;0.09515994;0.067950494;0.100964056;0.152753606;0.137995799;0.972068061;0.11483871;0.333333333;0.396827223;0.249307367;0.879243895
06/06/2014;51562;53175;51562;53129;500;1144;1;0.172311244;0.134537976;0.116351765;0.08604861;0.069366813;0.152944529;0.008979919;0.522742323;0.971481711;0.166666667;0.484878709;0.228873176;0.769693654
09/06/2014;53129;54462;53091;54273;331;331;0;0.316745536;0.241467856;0.19561378;0.151756815;0.110041507;0.158441287;0.036118043;0.647589194;0.86214442;0.333333333;0.507782531;0.234507146;0.698418839
10/06/2014;54273;54604;53960;54604;500;425;1;0.392717338;0.326860003;0.270999527;0.210060869;0.165859493;0.176033339;0;0.809156674;1;0.5;0.654684471;0.146040458;0.655160629
11/06/2014;54677;55284;54677;55102;-295;-295;0;0.403369101;0.37118027;0.346281491;0.274658211;0.224159955;0.197554923;0.034257074;0.87519352;0.700164745;0.666666667;0.647829007;0.142631083;0.673699404
13/06/2014;55102;55104;54649;54807;-177;-177;0;0.208548099;0.370227323;0.381362746;0.311374668;0.25868039;0.218759374;0.056203926;0.953351614;0.347252747;0.166666667;0.664517464;0.114067684;0.678465643
16/06/2014;54807;54855;54475;54630;-330;-330;0;0.071198508;0.352008498;0.363177027;0.329792362;0.280859277;0.232013761;0.042716686;0.954089073;0.407894737;0.333333333;0.729453367;0.051926371;0.666159116
17/06/2014;54630;54638;54150;54300;500;902;1;0.068504252;0.287672822;0.330521043;0.339367584;0.292797258;0.243783091;0.064559938;0.955300054;0.307377049;0.5;0.687097156;0.055727054;0.685023339
18/06/2014;54300;55202;54046;55202;-565;-565;0;0.089458797;0.142726101;0.317811979;0.359268578;0.314885076;0.27213517;0;0.66114134;1;0.166666667;0.687097156;0.055727054;0.648793169
20/06/2014;55203;55203;54540;54638;-427;-427;0;0.078636872;0.054385249;0.254963024;0.326525469;0.322963972;0.280206309;0.107250639;0.970976696;0.147812971;0.166666667;0.626325368;0.082166599;0.659758029
23/06/2014;54637;54724;54097;54210;500;87;1;0.096920179;0.057720727;0.106820169;0.287159904;0.316056521;0.28464363;0.098339942;0.966270135;0.180223285;0.333333333;0.636734442;0.066617718;0.658203882
24/06/2014;54194;55002;54094;54281;-855;-855;0;0.103782767;0.065770592;0.040533554;0.252224394;0.276749268;0.287159656;0.137763339;0.944254562;0.205947137;0.166666667;0.5148631;0.117113111;0.77119118
25/06/2014;54281;54393;53363;53426;80;80;0;0.174552319;0.107365016;0.085379249;0.200094264;0.238788064;0.28591945;0.187724108;0.980918898;0.061165049;0.166666667;0.387349028;0.17655716;0.860540952
26/06/2014;53427;53790;53331;53507;-350;-350;0;0.137349143;0.12600221;0.111310122;0.102087055;0.20860239;0.276128916;0.054855739;0.946774759;0.383442266;0.166666667;0.289194457;0.198065845;0.897429788
27/06/2014;53507;53614;52919;53157;9;9;0;0.130191055;0.152819666;0.129400019;0.100850655;0.168532713;0.272346787;0.089166552;0.927551056;0.342446043;0.166666667;0.232246463;0.219595602;0.911464342
30/06/2014;53159;53311;52709;53168;500;2;1;0.117710418;0.170923617;0.140641653;0.122671179;0.099653051;0.262673095;0.027895359;0.860305943;0.762458472;0.166666667;0.298346258;0.208495941;0.886523242
01/07/2014;53170;53698;52887;53172;-142;-142;0;0.030576622;0.126466692;0.145757204;0.136188579;0.098399834;0.226322157;0.102600383;0.913268385;0.351418002;0.333333333;0.289355292;0.231976067;0.875581166
02/07/2014;53171;53245;52735;53029;500;846;1;0.033802701;0.097843112;0.155576366;0.134736779;0.114709135;0.197703509;0.042246093;0.910288223;0.576470588;0.166666667;0.332194364;0.223226909;0.863515644
03/07/2014;53029;53877;52760;53875;163;163;0;0.081478828;0.081162606;0.102607703;0.12214736;0.111144941;0.174121979;0.000385025;0.66510925;0.99820949;0.166666667;0.331909319;0.223377876;0.864579251
04/07/2014;53893;54087;53704;54056;-240;-240;0;0.120794635;0.064679591;0.076675921;0.112769997;0.093984727;0.138509561;0.005947905;0.894630644;0.919060052;0.333333333;0.454690079;0.183657535;0.844114521
07/07/2014;54042;54042;53376;53802;-179;-179;0;0.11686734;0.07125454;0.064151653;0.108810931;0.082564581;0.077916795;0.046265691;0.871877104;0.63963964;0.166666667;0.527828104;0.163239458;0.818812258
08/07/2014;53813;53905;53459;53634;500;958;1;0.098200482;0.072434845;0.040920074;0.066013786;0.074002626;0.069906815;0.052405315;0.947202491;0.392376682;0.333333333;0.557507259;0.129770965;0.819602457
10/07/2014;53635;54600;53635;54593;193;193;0;0.090663681;0.109496389;0.082027724;0.064041721;0.079737826;0.07292167;0.001329864;0.716048533;0.992746114;0.166666667;0.705812819;0.05668663;0.748603364
11/07/2014;54593;54952;54320;54786;500;958;1;0.129480569;0.133291036;0.11738857;0.084244535;0.063732317;0.075719917;0.031425683;0.862364048;0.737341772;0.333333333;0.762152806;0.047499811;0.725976884
14/07/2014;54786;55896;54786;55744;232;232;0;0.233772498;0.194495269;0.184043441;0.146819296;0.108928914;0.095617178;0.0282808;0.721911552;0.863063063;0.5;0.845033837;0.023626785;0.670854755
15/07/2014;55742;56107;55629;55974;-256;-256;0;0.26255352;0.211965928;0.227020107;0.198887688;0.158242586;0.126282478;0.024644019;0.900264833;0.721757322;0.666666667;0.838554308;0.022351949;0.681565825
16/07/2014;55973;56332;55573;55717;-74;-74;0;0.167685014;0.221929388;0.231105782;0.224061442;0.186686196;0.146604685;0.114481056;0.958179393;0.18972332;0.166666667;0.812812887;0.027010307;0.693604321
17/07/2014;55712;56190;55237;55638;500;1374;1;0.117001948;0.21917373;0.203766613;0.229217324;0.201802708;0.163748359;0.102899628;0.883375866;0.420776495;0.333333333;0.788026745;0.050792282;0.686390404
18/07/2014;55639;57484;55639;57013;500;620;1;0.15099332;0.248461425;0.253950374;0.272111354;0.256304322;0.215098526;0.085682721;0.610032507;0.744715447;0.166666667;0.747671077;0.084237121;0.671626959
21/07/2014;57014;57756;56864;57634;500;347;1;0.244661229;0.247931624;0.308637496;0.315540354;0.307519984;0.283365648;0.02195469;0.783814017;0.8632287;0.333333333;0.738782855;0.090513308;0.641922315
22/07/2014;57636;58138;57500;57983;-563;-563;0;0.303074115;0.272054688;0.331764994;0.338426313;0.348289219;0.347798209;0.027725364;0.865208652;0.757053292;0.5;0.757474838;0.08324373;0.640134822
23/07/2014;57983;57983;57142;57420;500;558;1;0.252079764;0.234170094;0.281330558;0.343675563;0.350718858;0.38249254;0.10169309;0.921657545;0.330558859;0.166666667;0.747633583;0.102569242;0.633287442
24/07/2014;57420;58122;57357;57978;-157;-157;0;0.102606341;0.241536087;0.268958069;0.354471913;0.347229691;0.414559132;0.025759979;0.826681892;0.811764706;0.166666667;0.718821759;0.112148179;0.662942961
25/07/2014;57978;58069;57648;57821;-127;-127;0;0.052556661;0.231136674;0.229757914;0.332831954;0.346888979;0.433146445;0.044484869;0.951585431;0.410926366;0.166666667;0.666857178;0.117268627;0.686858952
28/07/2014;57823;58040;57415;57696;-578;-578;0;0.050442876;0.179315805;0.212632748;0.275947442;0.335834059;0.433284859;0.061838504;0.921190934;0.4496;0.333333333;0.60103481;0.130426449;0.740276236
29/07/2014;57697;58013;57083;57119;-241;-241;0;0.082371;0.064068423;0.188605859;0.231995038;0.295238538;0.415176903;0.162331634;0.989801472;0.038709677;0.5;0.492295198;0.184413137;0.764276732
30/07/2014;57119;57439;56706;56878;-1049;-1049;0;0.122420545;0.07293032;0.143409025;0.179362014;0.227723659;0.386292615;0.102297443;0.951067242;0.234652115;0.666666667;0.499447759;0.179635998;0.762370304
31/07/2014;56878;56878;55502;55829;76;76;0;0.218364502;0.16552321;0.129234463;0.176702903;0.193375647;0.340694628;0.194877579;0.905222888;0.237645349;0.833333333;0.470293702;0.215700134;0.768226447
01/08/2014;55827;56059;55267;55903;500;710;1;0.221011952;0.19415424;0.169177775;0.178643387;0.159863254;0.312825003;0.028942479;0.815906875;0.803030303;0.166666667;0.479577292;0.193452543;0.823411532
